ACCT,TIPO,BUDGET,COST TO DATE,REF,Etapa,VARIANCE
3903-018,Below the Line,6966.96,0.0,Detalle,WRAP,6966.96
3903-021,Below the Line,0,0.0,Detalle,,0.0
3903-022,Below the Line,23223.2,23223.2,Detalle,2nd Unit,0.0
3903-023,Below the Line,19905.6,19905.6,Detalle,2nd Unit,0.0
3903-024,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3903-027,Below the Line,0,0.0,Detalle,,0.0
3903-028,Below the Line,34834.8,0.0,Detalle,PREP,34834.8
3903-029,Below the Line,184126.8,298822.94999999995,Detalle,SHOOT,-114696.14999999997
3903-030,Below the Line,17417.4,0.0,Detalle,WRAP,17417.4
3903-033,Below the Line,0,0.0,Detalle,,0.0
3903-034,Below the Line,23223.2,23223.2,Detalle,2nd Unit,0.0
3903-035,Below the Line,15924.48,15924.48,Detalle,2nd Unit,0.0
3903-036,Below the Line,0,0.0,Detalle,2nd Unit,0.0
3903-039,Below the Line,0,0.0,Detalle,,0.0
3903-040,Below the Line,59716.8,59716.8,Detalle,SHOOT,0.0
3903-041,Below the Line,59716.8,59716.8,Detalle,SHOOT,0.0
3903-042,Below the Line,59716.8,9716.8,Detalle,SHOOT,50000.0
3903-045,Below the Line,0,0.0,Detalle,,0.0
3903-046,Below the Line,8294,8294.0,Detalle,2nd Unit,0.0
3903-047,Below the Line,8294,8294.0,Detalle,2nd Unit,0.0
3903-048,Below the Line,8294,32024.98,Detalle,2nd Unit,-23730.98
3903-051,Below the Line,0,0.0,Detalle,,0.0
3903-052,Below the Line,42000,16659.03,Detalle,SHOOT,25340.97
3904-002,Below the Line,0,0.0,Detalle,,0.0
3904-003,Below the Line,10000,14286.463,Detalle,ALL SHOW,-4286.463
3936-002,Below the Line,0,0.0,Detalle,,0.0
3936-003,Below the Line,63800,27452.92,Detalle,ALL SHOW,36347.08
3936-004,Below the Line,63800,64379.24,Detalle,ALL SHOW,-579.239999999998
3936-007,Below the Line,0,0.0,Detalle,,0.0
3936-008,Below the Line,33000,20832.89,Detalle,2nd Unit,12167.11
3936-009,Below the Line,33000,14641.07,Detalle,2nd Unit,18358.93
3936-012,Below the Line,0,0.0,Detalle,,0.0
3936-013,Below the Line,9468,0.0,Detalle,ALL SHOW,9468.0
3936-014,Below the Line,9468,0.0,Detalle,ALL SHOW,9468.0
3936-017,Below the Line,0,0.0,Detalle,,0.0
3936-018,Below the Line,6312,0.0,Detalle,2nd Unit,6312.0
3936-019,Below the Line,6312,0.0,Detalle,2nd Unit,6312.0
3999-001,Below the Line,120931.84999999999,46420.74,Detalle,Fringes,74511.10999999999
4180-002,Below the Line,0,0.0,Detalle,,0.0
4180-003,Below the Line,1451938.3,1461546.561,Detalle,ALL SHOW,-9608.26099999994
5001-002,Post,0,0.0,Detalle,,0.0
5001-003,Post,10000,10000.0,Detalle,PREP,0.0
5001-004,Post,475000,475000.0,Detalle,POST,0.0
5001-007,Post,0,0.0,Detalle,,0.0
5001-008,Post,288000,288000.0,Detalle,POST,0.0
5001-011,Post,0,0.0,Detalle,,0.0
5001-012,Post,288000,288000.0,Detalle,POST,0.0
5001-015,Post,0,0.0,Detalle,,0.0
5001-016,Post,288000,288000.0,Detalle,POST,0.0
5001-019,Post,0,0.0,Detalle,,0.0
5001-021,Post,0,0.0,Detalle,,0.0
5001-022,Post,6250,6250.0,Detalle,ALL SHOW,0.0
5001-024,Post,,4000.0,Detalle,ALL SHOW,
5002-002,Post,0,0.0,Detalle,,0.0
5002-003,Post,180500,180500.0,Detalle,POST,0.0
5002-006,Post,0,0.0,Detalle,,0.0
5002-007,Post,150000,150000.0,Detalle,POST,0.0
5002-010,Post,0,0.0,Detalle,,0.0
5002-011,Post,105000,105000.0,Detalle,POST,0.0
5009-002,Post,0,0.0,Detalle,,0.0
5009-003,Post,0,0.0,Detalle,,0.0
5009-004,Post,66000,66000.0,Detalle,PREP,0.0
5009-005,Post,572000,605000.0,Detalle,POST,-33000.0
5010-002,Post,0,0.0,Detalle,,0.0
5010-003,Post,0,0.0,Detalle,,0.0
5010-004,Post,33000,33000.0,Detalle,PREP,0.0
5010-005,Post,286000,302500.0,Detalle,POST,-16500.0
5011-002,Post,0,0.0,Detalle,,0.0
5011-003,Post,3000,3000.0,Detalle,PREP,0.0
5011-004,Post,187200,187200.0,Detalle,POST,0.0
5011-007,Post,0,0.0,Detalle,,0.0
5011-009,Post,0,0.0,Detalle,,0.0
5011-010,Post,4000,4000.0,Detalle,ALL SHOW,0.0
5018-002,Post,0,0.0,Detalle,,0.0
5018-003,Post,96000,96000.0,Detalle,POST,0.0
5018-006,Post,0,0.0,Detalle,,0.0
5018-007,Post,0,0.0,Detalle,,0.0
5018-008,Post,400,400.0,Detalle,ALL SHOW,0.0
5022-002,Post,0,0.0,Detalle,,0.0
5022-004,Post,0,0.0,Detalle,,0.0
5022-005,Post,52000,52000.0,Detalle,POST,0.0
5022-008,Post,0,0.0,Detalle,,0.0
5022-009,Post,3000,3000.0,Detalle,PREP,0.0
5022-010,Post,312000,312000.0,Detalle,POST,0.0
5022-013,Post,0,0.0,Detalle,,0.0
5022-014,Post,150000,150000.0,Detalle,POST,0.0
5022-017,Post,0,0.0,Detalle,,0.0
5022-018,Post,5000,5000.0,Detalle,PREP,0.0
5022-019,Post,117000,117000.0,Detalle,POST,0.0
5022-022,Post,0,0.0,Detalle,,0.0
5022-023,Post,208000,208000.0,Detalle,POST,0.0
5022-026,Post,0,0.0,Detalle,,0.0
5022-027,Post,208000,208000.0,Detalle,POST,0.0
5022-030,Post,0,0.0,Detalle,,0.0
5022-031,Post,208000,208000.0,Detalle,POST,0.0
5022-034,Post,0,0.0,Detalle,,0.0
5022-035,Post,152000,152000.0,Detalle,POST,0.0
5022-038,Post,0,0.0,Detalle,,0.0
5022-039,Post,180000,180000.0,Detalle,POST,0.0
5022-042,Post,0,0.0,Detalle,,0.0
5022-043,Post,126000,126000.0,Detalle,POST,0.0
5022-046,Post,0,0.0,Detalle,,0.0
5022-048,Post,0,0.0,Detalle,,0.0
5022-049,Post,12000,12000.0,Detalle,ALL SHOW,0.0
5022-052,Post,0,0.0,Detalle,,0.0
5022-053,Post,5000,5000.0,Detalle,ALL SHOW,0.0
5024-002,Post,0,0.0,Detalle,,0.0
5024-003,Post,115001.46,59204.93,Detalle,ALL SHOW,55796.530000000006
5101-002,Post,0,0.0,Detalle,,0.0
5101-003,Post,140000,140000.0,Detalle,POST,0.0
5101-006,Post,0,0.0,Detalle,,0.0
5101-007,Post,168000,168000.0,Detalle,POST,0.0
5101-010,Post,0,0.0,Detalle,,0.0
5101-011,Post,16000,16000.0,Detalle,POST,0.0
5105-002,Post,0,0.0,Detalle,,0.0
5105-003,Post,10000,10000.0,Detalle,PREP,0.0
5105-004,Post,264000,264000.0,Detalle,POST,0.0
5105-007,Post,0,0.0,Detalle,,0.0
5105-008,Post,900000,900000.0,Detalle,POST,0.0
5105-011,Post,0,0.0,Detalle,,0.0
5105-012,Post,5000,5000.0,Detalle,PREP,0.0
5109-002,Post,0,0.0,Detalle,,0.0
5109-003,Post,80000,80000.0,Detalle,POST,0.0
5110-002,Post,0,0.0,Detalle,,0.0
5110-003,Post,200000,200000.0,Detalle,POST,0.0
5110-004,Post,16000,16000.0,Detalle,POST,0.0
5113-002,Post,0,0.0,Detalle,,0.0
5113-003,Post,160000,160000.0,Detalle,POST,0.0
5120-002,Post,0,0.0,Detalle,,0.0
5120-003,Post,200000,200000.0,Detalle,ALL SHOW,0.0
5197-002,Post,0,0.0,Detalle,,0.0
5197-003,Post,47500,0.0,Detalle,ALL SHOW,47500.0
5201-002,Post,0,0.0,Detalle,,0.0
5201-003,Post,252000,252000.0,Detalle,POST,0.0
5201-006,Post,0,0.0,Detalle,,0.0
5201-007,Post,0,0.0,Detalle,,0.0
5201-008,Post,126000,126000.0,Detalle,POST,0.0
5201-011,Post,0,0.0,Detalle,,0.0
5201-012,Post,0,0.0,Detalle,,0.0
5201-013,Post,126000,126000.0,Detalle,POST,0.0
5201-016,Post,0,0.0,Detalle,,0.0
5201-017,Post,108000,108000.0,Detalle,POST,0.0
5201-020,Post,0,0.0,Detalle,,0.0
5201-021,Post,0,0.0,Detalle,,0.0
5201-022,Post,0,0.0,Detalle,POST,0.0
5201-025,Post,0,0.0,Detalle,,0.0
5201-026,Post,0,0.0,Detalle,POST,0.0
5201-029,Post,0,0.0,Detalle,,0.0
5201-030,Post,0,0.0,Detalle,POST,0.0
5202-002,Post,0,0.0,Detalle,,0.0
5202-003,Post,56000,56000.0,Detalle,POST,0.0
5202-006,Post,0,0.0,Detalle,,0.0
5202-007,Post,0,0.0,Detalle,,0.0
5202-008,Post,3000,3000.0,Detalle,ALL SHOW,0.0
5203-002,Post,0,0.0,Detalle,,0.0
5203-003,Post,126000,126000.0,Detalle,POST,0.0
5207-002,Post,0,0.0,Detalle,,0.0
5207-003,Post,250000,250000.0,Detalle,POST,0.0
5207-006,Post,0,0.0,Detalle,,0.0
5207-007,Post,0,0.0,Detalle,,0.0
5207-008,Post,5000,5000.0,Detalle,ALL SHOW,0.0
5209-002,Post,0,0.0,Detalle,,0.0
5209-003,Post,57600,57600.0,Detalle,POST,0.0
5221-001,Post,0,22570.0,Detalle,,-22570.0
5222-002,Post,0,0.0,Detalle,,0.0
5222-003,Post,162000,162000.0,Detalle,POST,0.0
5222-004,Post,81000,81000.0,Detalle,POST,0.0
5222-005,Post,81000,81000.0,Detalle,POST,0.0
5222-006,Post,81000,81000.0,Detalle,POST,0.0
5222-007,Post,36000,36000.0,Detalle,POST,0.0
5222-008,Post,180000,180000.0,Detalle,POST,0.0
5222-009,Post,108000,108000.0,Detalle,POST,0.0
5222-012,Post,0,0.0,Detalle,,0.0
5222-014,Post,0,0.0,Detalle,,0.0
5222-015,Post,5000,5000.0,Detalle,ALL SHOW,0.0
5301-002,Post,0,0.0,Detalle,,0.0
5301-003,Post,80000,0.0,Detalle,POST,80000.0
5402-002,Post,0,0.0,Detalle,,0.0
5402-003,Post,100000,35000.0,Detalle,POST,65000.0
6001-002,Post,0,0.0,Detalle,,0.0
6001-003,Post,0,0.0,Detalle,,0.0
6001-004,Post,0,0.0,Detalle,,0.0
6001-005,Post,739200,739200.0,Detalle,POST,0.0
6002-002,Post,0,0.0,Detalle,,0.0
6002-003,Post,0,0.0,Detalle,,0.0
6002-004,Post,294000,294000.0,Detalle,POST,0.0
6004-002,Post,0,0.0,Detalle,,0.0
6004-003,Post,1440000,1456795.81,Detalle,ALL SHOW,-16795.810000000056
6004-004,Post,800000,1252840.53,Detalle,ALL SHOW,-452840.53
6004-005,Post,560000,548776.67,Detalle,ALL SHOW,11223.329999999958
6101-002,Post,0,0.0,Detalle,,0.0
6101-003,Post,100000,100000.0,Detalle,SHOOT,0.0
6101-006,Post,0,0.0,Detalle,,0.0
6101-007,Post,10000,0.0,Detalle,PREP,10000.0
6101-008,Post,70000,70000.0,Detalle,SHOOT,0.0
6101-009,Post,20000,20000.0,Detalle,2nd Unit,0.0
6101-012,Post,0,0.0,Detalle,,0.0
6101-013,Post,168000,125984.47,Detalle,POST,42015.53
6102-002,Post,0,0.0,Detalle,,0.0
6102-003,Post,240000,96000.0,Detalle,POST,144000.0
6103-002,Post,0,0.0,Detalle,,0.0
6103-003,Post,216000,0.0,Detalle,POST,216000.0
6136-002,Post,0,0.0,Detalle,,0.0
6136-004,Post,0,0.0,Detalle,,0.0
6136-005,Post,400000,0.0,Detalle,POST,400000.0
6136-008,Post,0,0.0,Detalle,,0.0
6136-009,Post,100000,727850.0,Detalle,SHOOT,-627850.0
6136-010,Post,30000,0.0,Detalle,SHOOT,30000.0
6136-013,Post,0,0.0,Detalle,,0.0
6136-014,Post,40000,0.0,Detalle,SHOOT,40000.0
6136-017,Post,0,0.0,Detalle,,0.0
6136-019,Post,0,0.0,Detalle,,0.0
6136-020,Post,3150,0.0,Detalle,POST,3150.0
6136-021,Post,6300,0.0,Detalle,POST,6300.0
6136-022,Post,4000,0.0,Detalle,POST,4000.0
6136-023,Post,6300,0.0,Detalle,POST,6300.0
6136-024,Post,24000,0.0,Detalle,POST,24000.0
6136-025,Post,12000,0.0,Detalle,POST,12000.0
6136-026,Post,12000,0.0,Detalle,POST,12000.0
6136-027,Post,12000,0.0,Detalle,POST,12000.0
6136-028,Post,6300,0.0,Detalle,POST,6300.0
6136-029,Post,3150,0.0,Detalle,POST,3150.0
6136-030,Post,3150,0.0,Detalle,POST,3150.0
6136-031,Post,3150,0.0,Detalle,POST,3150.0
6136-034,Post,0,0.0,Detalle,,0.0
6136-035,Post,6300,0.0,Detalle,POST,6300.0
6136-036,Post,6300,0.0,Detalle,POST,6300.0
6136-037,Post,3675,0.0,Detalle,POST,3675.0
6136-038,Post,3675,0.0,Detalle,POST,3675.0
6136-039,Post,3675,0.0,Detalle,POST,3675.0
6136-040,Post,3150,0.0,Detalle,POST,3150.0
6136-041,Post,3150,0.0,Detalle,POST,3150.0
6136-042,Post,3150,0.0,Detalle,POST,3150.0
6136-043,Post,12600,0.0,Detalle,POST,12600.0
6136-044,Post,3150,0.0,Detalle,POST,3150.0
6136-045,Post,6300,0.0,Detalle,POST,6300.0
6136-048,Post,0,0.0,Detalle,,0.0
6136-049,Post,3150,0.0,Detalle,POST,3150.0
6136-050,Post,3675,0.0,Detalle,POST,3675.0
6136-051,Post,6300,0.0,Detalle,POST,6300.0
6136-052,Post,12000,0.0,Detalle,POST,12000.0
6136-053,Post,3150,0.0,Detalle,POST,3150.0
6136-054,Post,6300,0.0,Detalle,POST,6300.0
6136-055,Post,3150,0.0,Detalle,POST,3150.0
6136-056,Post,8000,0.0,Detalle,POST,8000.0
6136-057,Post,3150,0.0,Detalle,POST,3150.0
6136-058,Post,3675,0.0,Detalle,POST,3675.0
6136-059,Post,40000,0.0,Detalle,POST,40000.0
6136-060,Post,3675,0.0,Detalle,POST,3675.0
6136-061,Post,20000,0.0,Detalle,POST,20000.0
6136-062,Post,3675,0.0,Detalle,POST,3675.0
6136-063,Post,3675,0.0,Detalle,POST,3675.0
6136-064,Post,3675,0.0,Detalle,POST,3675.0
6136-065,Post,12000,0.0,Detalle,POST,12000.0
6136-066,Post,12000,0.0,Detalle,POST,12000.0
6136-069,Post,0,0.0,Detalle,,0.0
6136-070,Post,3150,0.0,Detalle,POST,3150.0
6136-071,Post,3675,0.0,Detalle,POST,3675.0
6136-072,Post,3675,0.0,Detalle,POST,3675.0
6136-073,Post,3675,0.0,Detalle,POST,3675.0
6136-074,Post,15000,0.0,Detalle,POST,15000.0
6136-075,Post,15000,0.0,Detalle,POST,15000.0
6136-078,Post,0,0.0,Detalle,,0.0
6136-079,Post,7350,0.0,Detalle,POST,7350.0
6136-080,Post,3675,0.0,Detalle,POST,3675.0
6136-081,Post,7350,0.0,Detalle,POST,7350.0
6136-082,Post,6300,0.0,Detalle,POST,6300.0
6136-083,Post,3675,0.0,Detalle,POST,3675.0
6136-084,Post,7300,0.0,Detalle,POST,7300.0
6136-085,Post,9450,0.0,Detalle,POST,9450.0
6136-086,Post,9450,0.0,Detalle,POST,9450.0
6136-087,Post,20000,0.0,Detalle,POST,20000.0
6136-090,Post,0,0.0,Detalle,,0.0
6136-091,Post,3150,0.0,Detalle,POST,3150.0
6136-092,Post,3675,0.0,Detalle,POST,3675.0
6136-093,Post,7350,0.0,Detalle,POST,7350.0
6136-094,Post,3150,0.0,Detalle,POST,3150.0
6136-095,Post,3675,0.0,Detalle,POST,3675.0
6136-096,Post,3675,0.0,Detalle,POST,3675.0
6136-097,Post,7350,0.0,Detalle,POST,7350.0
6136-100,Post,0,0.0,Detalle,,0.0
6136-101,Post,3150,0.0,Detalle,POST,3150.0
6136-102,Post,3150,0.0,Detalle,POST,3150.0
6136-103,Post,3675,0.0,Detalle,POST,3675.0
6136-104,Post,3675,0.0,Detalle,POST,3675.0
6136-105,Post,3150,0.0,Detalle,POST,3150.0
6136-106,Post,3675,0.0,Detalle,POST,3675.0
6136-107,Post,48000,0.0,Detalle,POST,48000.0
6136-110,Post,0,0.0,Detalle,,0.0
6136-111,Post,3675,0.0,Detalle,POST,3675.0
6136-112,Post,11025,0.0,Detalle,POST,11025.0
6136-113,Post,3675,0.0,Detalle,POST,3675.0
6136-114,Post,3675,0.0,Detalle,POST,3675.0
6136-115,Post,3675,0.0,Detalle,POST,3675.0
6136-116,Post,3675,0.0,Detalle,POST,3675.0
6136-117,Post,3675,0.0,Detalle,POST,3675.0
6136-118,Post,3675,0.0,Detalle,POST,3675.0
6137-002,Post,0,0.0,Detalle,,0.0
6137-003,Post,-849515.52,0.0,Detalle,POST,-849515.52
6149-002,Post,0,0.0,Detalle,,0.0
6149-003,Post,350000,110400.0,Detalle,POST,239600.0
7001-002,Others,0,0.0,Detalle,,0.0
7001-003,Others,6875,6875.0,Detalle,SOFT,0.0
7001-004,Others,49500,49500.0,Detalle,PREP,0.0
7001-005,Others,38500,38500.0,Detalle,SHOOT,0.0
7001-006,Others,22000,22000.0,Detalle,WRAP,0.0
7001-007,Others,33000,33000.0,Detalle,POST,0.0
7002-002,Others,0,0.0,Detalle,,0.0
7002-003,Others,60000,335000.0,Detalle,PREP,-275000.0
7002-006,Others,0,0.0,Detalle,,0.0
7002-007,Others,4000,0.0,Detalle,ALL SHOW,4000.0
7002-008,Others,4000,4733.0,Detalle,ALL SHOW,-733.0
7003-002,Others,0,0.0,Detalle,,0.0
7003-003,Others,0,0.0,Detalle,,0.0
7003-004,Others,11643573.8,10574177.83,Detalle,ALL SHOW,1069395.9700000007
7007-002,Others,0,0.0,Detalle,,0.0
7007-003,Others,45000,95000.0,Detalle,PREP,-50000.0
7007-004,Others,337500,677500.0,Detalle,SHOOT,-340000.0
7007-005,Others,67500,67500.0,Detalle,WRAP,0.0
7007-008,Others,0,0.0,Detalle,,0.0
7007-009,Others,14182,14182.0,Detalle,ALL SHOW,0.0
7008-002,Others,0,0.0,Detalle,,0.0
7008-003,Others,18700,15300.0,Detalle,ALL SHOW,3400.0
7038-002,Others,0,0.0,Detalle,,0.0
7038-003,Others,3000,540.0,Detalle,DEVELOPMENT,2460.0
7038-004,Others,3000,0.0,Detalle,DEVELOPMENT,3000.0
7038-007,Others,0,0.0,Detalle,,0.0
7038-008,Others,40000,10829.32,Detalle,ALL SHOW,29170.68
7038-009,Others,250000,71473.178,Detalle,ALL SHOW,178526.822
7050-002,Others,0,0.0,Detalle,,0.0
7050-003,Others,220000,205430.04,Detalle,ALL SHOW,14569.959999999992
7050-004,Others,28000,32941.55,Detalle,ALL SHOW,-4941.550000000003
7050-005,Others,25000,32654.428,Detalle,ALL SHOW,-7654.428
7080-002,Others,0,0.0,Detalle,,0.0
7080-003,Others,8000,26339.51,Detalle,ALL SHOW,-18339.51
7094-002,Others,0,0.0,Detalle,,0.0
7094-003,Others,582177.37,582177.36,Detalle,ALL SHOW,0.010000000009313226
7201-002,Others,0,0.0,Detalle,,0.0
7201-003,Others,1276536,1332744.52,Detalle,ALL SHOW,-56208.52000000002
7201-006,Others,0,0.0,Detalle,,0.0
7201-007,Others,47840,0.0,Detalle,SHOOT,47840.0
7201-008,Others,,0.0,Detalle,ALL SHOW,
7216-002,Others,0,0.0,Detalle,,0.0
7216-003,Others,50000,4000.0,Detalle,COVID,46000.0
7217-002,Others,0,0.0,Detalle,,0.0
7217-003,Others,47400,0.0,Detalle,COVID,47400.0
7217-004,Others,47400,0.0,Detalle,COVID,47400.0
7217-005,Others,16500,0.0,Detalle,COVID,16500.0
7230-001,Others,0,7050.755000000005,Detalle,,-7050.755000000005
7230-002,Others,0,11436.91,Detalle,,-11436.91
7230-003,Others,0,12178.92,Detalle,,-12178.92
7230-004,Others,0,3025.87,Detalle,,-3025.87
7230-005,Others,0,1320.29,Detalle,,-1320.29
